,concepts,description,related
1072,inner filter,inner filter, 
1073,Iosactis,Iosactinidae is a family of sea anemones belonging to the order Actiniaria. Genera:. Actinioidea is a superfamily of sea anemones in the order Actiniaria. Families classified in the superfamily Actinioidea include:.,"Sea anemone, Stichodactylidae, Oractiidae, List of sea anemone families"
1074,Iosactis vagabunda,Iosactinidae is a family of sea anemones belonging to the order Actiniaria. Genera:. Actinioidea is a superfamily of sea anemones in the order Actiniaria. Families classified in the superfamily Actinioidea include:.,"Sea anemone, Stichodactylidae, Oractiidae, List of sea anemone families"
1075,Ipnops meadi,"Ipnops meadi, also known as the grideye fish, is a highly specialized species of Placodithyran abyssal fish found in the Clarion-Clipperton Zone of the Indo-Pacific Ocean. The species was named after Giles W.","Ipnops, Blind fish, List of least concern fishes, List of marine animals of the Cape Peninsula and False Bay"
1076,Iridogorgia,Chrysogorgiidae is a family of soft corals in the suborder Calcaxonia. Chrysogorgiidae is a family of soft corals in the suborder Calcaxonia.,"Alcyonacea, Chrysogorgia, Chrysogorgia elegans, Calcaxonia"
1077,Iridogorgia bella,Chrysogorgiidae is a family of soft corals in the suborder Calcaxonia. Chrysogorgiidae is a family of soft corals in the suborder Calcaxonia.,"Alcyonacea, Chrysogorgia, Chrysogorgia elegans, Calcaxonia"
1078,Iridogorgia magnispiralis,Chrysogorgiidae is a family of soft corals in the suborder Calcaxonia. Chrysogorgiidae is a family of soft corals in the suborder Calcaxonia.,"Alcyonacea, Chrysogorgia, Chrysogorgia elegans, Calcaxonia"
1079,Iridogorgia n.,Iridogorgia n., 
1080,Iridogorgia sp.,Chrysogorgiidae is a family of soft corals in the suborder Calcaxonia. Chrysogorgiidae is a family of soft corals in the suborder Calcaxonia.,"Alcyonacea, Chrysogorgia, Chrysogorgia elegans, Calcaxonia"
1081,Iridogorgia splendens,Chrysogorgiidae is a family of soft corals in the suborder Calcaxonia. Chrysogorgiidae is a family of soft corals in the suborder Calcaxonia.,"Alcyonacea, Chrysogorgia, Chrysogorgia elegans, Calcaxonia"
1082,Isactinernus quadrilobatus,"Actinernidae is a family of sea anemones. It contains the following genera and species:Actinernus Verrill, 1879. Actinernidae is a family of sea anemones. It contains the following genera and species:Actinernus Verrill, 1879.", 
1083,Ischnomesidae,Ischnomesidae is a family of isopods belonging to the order Isopoda. Genera:.,"Neoteny, Asellota, List of crustaceans of Ireland, List of marine crustaceans of South Africa"
1084,Ischyroceridae,Ischyroceridae is a family of amphipods. It contains the following genera:. Amphipoda () is an order of malacostracan crustaceans with no carapace and generally with laterally compressed bodies. Amphipods () range in size from 1 to 340 millimetres (0.,"Jassa, Jassa falcata, Ericthonius, Jassa marmorata"
1085,Isidella,Isidella is a genus of deep-sea bamboo coral in the family Isididae.,"Herviera isidella, Alcyonacea, Bamboo coral, Tropaeas livida"
1086,Isidella tentaculum,Isidella is a genus of deep-sea bamboo coral in the family Isididae. Isidella is a genus of deep-sea bamboo coral in the family Isididae.,"Alcyonacea, Bamboo coral"
1087,Isidella trichotoma,Isidella is a genus of deep-sea bamboo coral in the family Isididae. Isidella is a genus of deep-sea bamboo coral in the family Isididae.,"Herviera isidella, Alcyonacea, Bamboo coral, Tropaeas livida"
1088,Isididae,"Bamboo coral, family Isididae, is a family of mostly deep-sea coral of the phylum Cnidaria. It is a commonly recognized inhabitant of the deep sea, due to the clearly articulated skeletons of the species.","Coral, Alcyonacea, Sea bamboo, Minuisis"
1089,Isocrinina,"Neocrinus is a genus of crinoids in the family Isocrinidae, that contains only two known species. Members of this genus appeared on Earth 23. Isocrinida is an order of sea lilies which contains four extant families.","Neocrinus decorus, Isocrinidae, Isocrinida, Articulata (Crinoidea)"
1090,Isopoda,"Isopoda is an order of crustacean, which includes woodlice and their relatives. Members of this group are called Isopods and include both terrestrial and marine species.","Woodlouse, Armadillidiidae, Armadillidium vulgare, Cymothoa exigua"
1091,Isosicyonis,"Actiniidae is the largest family of sea anemones, to which most common, temperate, shore species belong. Most members of this family do not participate in symbioses with fishes. Actiniidae is the largest family of sea anemones, to which most common, temperate, shore species belong. Most members of this family do not participate in symbioses with fishes.","Actinia, Anemonia, Anthopleura xanthogrammica, List of sea anemone families"
1092,Japetella diaphana,"Japetella is a genus of pelagic octopods from the subfamily Bolitaeninae in the family Amphitretidae. It contains at least one species but another two have been questionably raised with Japetella heathi being of doubtful validity, although currently accepted and Japetella taningi being classed as a nomen dubium.","Bolitaeninae, List of least concern molluscs"
1093,Jasonisis,"Bamboo coral, family Isididae, is a family of mostly deep-sea coral of the phylum Cnidaria. It is a commonly recognized inhabitant of the deep sea, due to the clearly articulated skeletons of the species.", 
1094,Jasonisis sp.,"Bamboo coral, family Isididae, is a family of mostly deep-sea coral of the phylum Cnidaria. It is a commonly recognized inhabitant of the deep sea, due to the clearly articulated skeletons of the species.", 
1095,Javania,"Flabellidae is a family of marine corals. It consists of the following genera:. Scleractinia, also called stony corals or hard corals, are marine animals in the phylum Cnidaria that build themselves a hard skeleton. The individual animals are known as polyps and have a cylindrical body crowned by an oral disc in which a mouth is fringed with tentacles.","Flabellum (coral), Scleractinia, Flabellum curvatum, IUCN Red List data deficient species (Cnidaria)"
1096,Javania lamprotichum,"Flabellidae is a family of marine corals. It consists of the following genera:. Scleractinia, also called stony corals or hard corals, are marine animals in the phylum Cnidaria that build themselves a hard skeleton. The individual animals are known as polyps and have a cylindrical body crowned by an oral disc in which a mouth is fringed with tentacles.","Flabellum (coral), Scleractinia, Flabellum curvatum, IUCN Red List data deficient species (Cnidaria)"
1097,Johnrandallia nigrirostris,"The blacknosed butterflyfish or barberfish (Johnrandallia nigrirostris) (from the Spanish names, El Barbero or Mariposa Barbero, ""the barber"" or ""butterfly barber""), is a species of fish in the family Chaetodontidae, the butterfly fishes. It is found in the East Pacific, specifically around the Galápagos Islands and in the Sea of Cortez, and it sometimes acts as a cleaner fish.","Butterflyfish, Canthidermis maculata, List of least concern perciform fishes"
1098,Kali kerberti,"Kali is a genus of snaketooth fishes, deep ocean fish from the family Chiasmodontidae. Kali (; Sanskrit: काली, IAST: Kālī) or Kalika is a major Hindu goddess associated with time, doomsday, and death in Shaktism. Kali is the first of the ten Mahavidyas in the Hindu tantric tradition.",List of least concern perciform fishes
1099,Kamoharaia megastoma,"Kamoharaia megastoma, the Wide-mouthed flounder, is a deepwater species of lefteye flounder native to the western Pacific Ocean. This species is usually found at depths of around 800 metres (2,600 ft).", 
1100,Kauluzoanthus kerbyi,"Zoanthids (order Zoantharia also called Zoanthidea or Zoanthiniaria) are an order of cnidarians commonly found in coral reefs, the deep sea and many other marine environments around the world. These animals come in a variety of different colonizing formations and in numerous different colors.",Parazoanthidae
1101,kelp,Kelps are large brown algae or seaweeds that make up the order Laminariales. There are about 30 different genera.,"Kelp forest, KELP, Macrocystis, Kelp tea"
1102,kelp holdfast,Kelps are large brown algae or seaweeds that make up the order Laminariales. There are about 30 different genera.,"Kelp forest, Macrocystis, Holdfast (biology), Keystone species"
1103,Kephyes,"Kephyes is a genus of cnidarians belonging to the family Clausophyidae. Species:. Calycophorae is a suborder of Siphonophores alongside two other suborders Physonectae and Cystonectae. This suborder includes the giant siphonophore, (Praya dubia); one of the longest lengthwise extant creatures (40–50m).","Siphonophorae, Clausophyidae, List of marine cnidarians of South Africa"
1104,Kephyes ovata,"Kephyes is a genus of cnidarians belonging to the family Clausophyidae. Species:. Calycophorae is a suborder of Siphonophores alongside two other suborders Physonectae and Cystonectae. This suborder includes the giant siphonophore, (Praya dubia); one of the longest lengthwise extant creatures (40–50m).",List of marine cnidarians of South Africa
1105,Kerartoisidinae,Kerartoisidinae, 
1106,Keratoisidinae,Keratoisidinae, 
1107,"Keratoisidinae ""ambinodal""","Keratoisidinae ""ambinodal""", 
1108,"Keratoisidinae ""internodal bushy""","Keratoisidinae ""internodal bushy""", 
1109,"Keratoisidinae ""internodal Jasonisis-like""","Keratoisidinae ""internodal Jasonisis-like""", 
1110,"Keratoisidinae ""internodal planar""","Keratoisidinae ""internodal planar""", 
1111,"Keratoisidinae ""internodal red""","Keratoisidinae ""internodal red""", 
1112,"Keratoisidinae ""internodal sparse""","Keratoisidinae ""internodal sparse""", 
1113,"Keratoisidinae ""internodal tentacle""","Keratoisidinae ""internodal tentacle""", 
1114,"Keratoisidinae ""internodal""","Keratoisidinae ""internodal""", 
1115,"Keratoisidinae ""unbranched new""","Keratoisidinae ""unbranched new""", 
1116,"Keratoisidinae ""unbranched""","Keratoisidinae ""unbranched""", 
1117,Keratoisidinae B clade,Keratoisidinae B clade, 
1118,"Keratoisidinae B clade ""internodal""","Keratoisidinae B clade ""internodal""", 
1119,"Keratoisidinae B clade ""unbranched""","Keratoisidinae B clade ""unbranched""", 
1120,Keratoisidinae B1 clade,Keratoisidinae B1 clade, 
1121,"Keratoisidinae B1 clade ""unbranched""","Keratoisidinae B1 clade ""unbranched""", 
1122,"Keratoisidinae C clade ""internodal""","Keratoisidinae C clade ""internodal""", 
